"InvoiceId","CustomerId","SellerId","ExpeditionId","InvoiceDate","InvoiceStatus"
"489552","17063",1,2,"2009-12-01 12:36:00","Paid"
"489556","15719",3,4,"2009-12-01 12:47:00","Paid"
"489557","12490",2,2,"2009-12-01 12:52:00","Paid"
"489558","15793",2,1,"2009-12-01 12:54:00","Paid"
"489559","17056",3,2,"2009-12-01 12:55:00","Paid"
"489560","13526",3,3,"2009-12-01 12:56:00","Paid"
"489561","14654",1,3,"2009-12-01 12:57:00","Paid"
"489562","17998",2,4,"2009-12-01 13:07:00","Paid"
"489564","13526",1,2,"2009-12-01 13:13:00","Paid"
"489566","17742",1,1,"2009-12-01 13:16:00","Paid"
"489567","15326",3,1,"2009-12-01 13:19:00","Paid"
"489569","14478",3,2,"2009-12-01 13:20:00","Paid"
"489571","15967",2,5,"2009-12-01 13:29:00","Paid"
"489572","17611",1,2,"2009-12-01 13:29:00","Paid"
"489573","15051",2,4,"2009-12-01 13:29:00","Paid"
"489574","13097",1,2,"2009-12-01 13:31:00","Paid"
"489575","13590",2,1,"2009-12-01 13:37:00","Paid"
"489576","15984",3,5,"2009-12-01 13:38:00","Paid"
"489579","16887",1,5,"2009-12-01 13:41:00","Paid"
"489580","12921",2,3,"2009-12-01 13:43:00","Paid"
"489581","15945",1,5,"2009-12-01 13:47:00","Paid"
"489582","14543",3,1,"2009-12-01 13:47:00","Paid"
"489584","18037",3,2,"2009-12-01 13:48:00","Paid"
"489585","15662",3,2,"2009-12-01 13:49:00","Paid"
"489586","15380",1,1,"2009-12-01 13:50:00","Paid"
"489590","13110",1,4,"2009-12-01 14:14:00","Paid"
"489593","12836",3,5,"2009-12-01 14:19:00","Paid"
"489594","15005",3,1,"2009-12-01 14:19:00","Paid"
"489596","Guest",1,2,"2009-12-01 14:27:00","Paid"
"489597","Guest",3,5,"2009-12-01 14:28:00","Paid"
"489598","16620",1,5,"2009-12-01 14:35:00","Paid"
"489599","12758",3,2,"2009-12-01 14:40:00","Paid"
"489600","Guest",2,4,"2009-12-01 14:43:00","Paid"
"489601","Guest",1,2,"2009-12-01 14:44:00","Paid"
"489602","Guest",3,3,"2009-12-01 14:45:00","Paid"
"489603","Guest",3,3,"2009-12-01 14:46:00","Paid"
"489604","Guest",1,2,"2009-12-01 14:47:00","Paid"
"489606","17961",2,1,"2009-12-01 14:48:00","Paid"
"489607","Guest",3,2,"2009-12-01 14:49:00","Paid"
"489608","Guest",3,2,"2009-12-01 14:49:00","Paid"
"489609","Guest",3,1,"2009-12-01 14:50:00","Paid"
"489611","15601",3,4,"2009-12-01 14:53:00","Paid"
"489612","Guest",1,1,"2009-12-01 14:55:00","Paid"
"489613","13585",1,5,"2009-12-01 14:56:00","Paid"
"489614","Guest",3,5,"2009-12-01 14:56:00","Paid"
"489615","Guest",1,5,"2009-12-01 14:56:00","Paid"
"489616","Guest",1,5,"2009-12-01 14:58:00","Paid"
"489617","13442",1,3,"2009-12-01 14:59:00","Paid"
"489618","Guest",3,3,"2009-12-01 14:59:00","Paid"
"489619","Guest",2,3,"2009-12-01 15:02:00","Paid"
"489634","13381",3,5,"2009-12-01 15:19:00","Paid"
"489635","16763",3,3,"2009-12-01 15:26:00","Paid"
"489637","17243",3,3,"2009-12-01 15:36:00","Paid"
"489638","Guest",2,4,"2009-12-01 15:42:00","Paid"
"489639","14865",3,2,"2009-12-01 16:05:00","Paid"
"489640","17345",3,2,"2009-12-01 16:17:00","Paid"
"489641","13819",2,1,"2009-12-01 16:18:00","Paid"
"489642","Guest",3,2,"2009-12-01 16:19:00","Paid"
"489644","15808",1,3,"2009-12-01 16:30:00","Paid"
"489645","17191",3,2,"2009-12-01 16:34:00","Paid"
"489650","13748",2,2,"2009-12-01 16:44:00","Paid"
"489652","15265",1,4,"2009-12-01 17:08:00","Paid"
"489653","Guest",3,3,"2009-12-01 17:08:00","Paid"
"489654","15750",3,2,"2009-12-01 17:19:00","Paid"
"489656","17428",3,5,"2009-12-01 17:28:00","Paid"
"489657","17428",3,5,"2009-12-01 17:28:00","Paid"
"489658","15485",2,5,"2009-12-01 17:31:00","Paid"
"489659","Guest",3,1,"2009-12-01 17:39:00","Paid"
"489661","17246",3,4,"2009-12-01 17:45:00","Paid"
"489662","15485",2,1,"2009-12-01 17:50:00","Paid"
"489664","14061",2,1,"2009-12-01 18:03:00","Paid"
"489665","14108",2,4,"2009-12-01 18:07:00","Paid"
"489666","13648",1,1,"2009-12-01 18:13:00","Paid"
"489667","16563",3,3,"2009-12-01 18:35:00","Paid"
"489668","16701",3,5,"2009-12-01 19:19:00","Paid"
"489669","12842",1,2,"2009-12-02 08:15:00","Paid"
"489670","14302",3,5,"2009-12-02 08:16:00","Paid"
"489671","14135",3,4,"2009-12-02 08:58:00","Paid"
"489672","14831",1,5,"2009-12-02 09:21:00","Paid"
"489673","14831",3,1,"2009-12-02 09:23:00","Paid"
"489674","15602",3,4,"2009-12-02 09:35:00","Paid"
"489675","13777",3,4,"2009-12-02 09:47:00","Paid"
"489676","13777",2,3,"2009-12-02 09:49:00","Paid"
"489677","14000",2,3,"2009-12-02 09:50:00","Paid"
"489678","16823",1,4,"2009-12-02 09:57:00","Paid"
"489679","16163",2,4,"2009-12-02 10:00:00","Paid"
"489680","17193",3,3,"2009-12-02 10:02:00","Paid"
"489681","17998",3,3,"2009-12-02 10:02:00","Paid"
"489682","15759",1,2,"2009-12-02 10:08:00","Paid"
"489683","16131",1,3,"2009-12-02 10:09:00","Paid"
"489684","14560",1,4,"2009-12-02 10:15:00","Paid"
"489687","17087",2,3,"2009-12-02 10:41:00","Paid"
"489688","14894",2,3,"2009-12-02 10:42:00","Paid"
"489695","16202",3,5,"2009-12-02 10:48:00","Paid"
"489699","16700",2,2,"2009-12-02 10:51:00","Paid"
"489702","17511",1,2,"2009-12-02 10:52:00","Paid"
"489705","16700",3,1,"2009-12-02 10:52:00","Paid"
"489723","14299",2,5,"2009-12-02 10:58:00","Paid"
"489725","17949",2,5,"2009-12-02 11:07:00","Paid"
"489726","17949",2,4,"2009-12-02 11:07:00","Paid"
"489727","17949",3,4,"2009-12-02 11:09:00","Paid"
"489728","14799",1,4,"2009-12-02 11:18:00","Paid"
"489733","15311",3,4,"2009-12-02 11:20:00","Paid"
"489743","16550",1,1,"2009-12-02 11:24:00","Paid"
"489748","12980",1,5,"2009-12-02 11:26:00","Paid"
"489764","14425",3,5,"2009-12-02 11:31:00","Paid"
"489765","15353",2,5,"2009-12-02 11:33:00","Paid"
"489766","17818",2,1,"2009-12-02 11:34:00","Paid"
"489780","13654",2,5,"2009-12-02 11:43:00","Paid"
"489781","Guest",1,1,"2009-12-02 11:45:00","Paid"
"489782","17189",1,2,"2009-12-02 11:45:00","Paid"
"489783","13269",3,4,"2009-12-02 11:47:00","Paid"
"489784","13269",2,5,"2009-12-02 11:48:00","Paid"
"489785","14653",3,3,"2009-12-02 11:51:00","Paid"
"489786","17019",1,5,"2009-12-02 11:52:00","Paid"
"489787","15542",2,5,"2009-12-02 11:53:00","Paid"
"489788","13564",2,1,"2009-12-02 11:55:00","Paid"
"489789","15833",3,5,"2009-12-02 11:59:00","Paid"
"489790","16467",2,5,"2009-12-02 11:59:00","Paid"
"489791","15542",3,3,"2009-12-02 12:06:00","Paid"
"489792","14527",1,1,"2009-12-02 12:06:00","Paid"
"489793","17476",3,3,"2009-12-02 12:09:00","Paid"
"489794","15287",3,3,"2009-12-02 12:13:00","Paid"
"489795","14440",2,5,"2009-12-02 12:13:00","Paid"
"489796","15680",1,4,"2009-12-02 12:15:00","Paid"
"489797","15581",2,5,"2009-12-02 12:19:00","Paid"
"489798","13740",2,2,"2009-12-02 12:22:00","Paid"
"489800","17768",2,2,"2009-12-02 12:26:00","Paid"
"489801","12948",1,4,"2009-12-02 12:28:00","Paid"
"489802","15581",3,4,"2009-12-02 12:32:00","Paid"
"489804","14667",3,2,"2009-12-02 12:38:00","Paid"
"489805","17377",2,2,"2009-12-02 12:39:00","Paid"
"489807","15581",2,5,"2009-12-02 12:43:00","Paid"
"489808","14467",2,3,"2009-12-02 12:44:00","Paid"
"489809","13457",3,1,"2009-12-02 12:46:00","Paid"
"489810","18108",3,1,"2009-12-02 12:47:00","Paid"
"489811","16210",1,3,"2009-12-02 12:54:00","Paid"
"489812","17377",2,2,"2009-12-02 13:00:00","Paid"
"489814","14669",1,4,"2009-12-02 13:06:00","Paid"
"489815","17909",3,3,"2009-12-02 13:10:00","Paid"
"489816","16086",3,3,"2009-12-02 13:20:00","Paid"
"489817","16711",2,3,"2009-12-02 13:22:00","Paid"
"489818","16233",3,5,"2009-12-02 13:23:00","Paid"
"489819","14739",1,3,"2009-12-02 13:23:00","Paid"
"489822","14204",3,1,"2009-12-02 13:26:00","Paid"
"489823","17606",3,3,"2009-12-02 13:32:00","Paid"
"489824","16797",1,3,"2009-12-02 13:33:00","Paid"
"489825","16126",2,4,"2009-12-02 13:34:00","Paid"
"489826","17867",2,3,"2009-12-02 13:39:00","Paid"
"489827","17412",2,4,"2009-12-02 13:51:00","Paid"
"489829","16525",1,5,"2009-12-02 13:53:00","Paid"
"489830","13623",2,5,"2009-12-02 13:57:00","Paid"
"489831","12435",3,1,"2009-12-02 13:58:00","Paid"
"489832","14549",2,5,"2009-12-02 14:06:00","Paid"
"489833","14980",2,4,"2009-12-02 14:09:00","Paid"
"489834","14106",2,2,"2009-12-02 14:09:00","Paid"
"489835","15061",3,5,"2009-12-02 14:15:00","Paid"
"489837","14396",1,2,"2009-12-02 14:21:00","Paid"
"489840","14122",2,3,"2009-12-02 14:22:00","Paid"
"489855","16987",2,5,"2009-12-02 14:34:00","Paid"
"489856","Guest",1,1,"2009-12-02 14:36:00","Paid"
"489857","Guest",3,3,"2009-12-02 14:43:00","Paid"
"489861","Guest",1,5,"2009-12-02 14:50:00","Paid"
"489862","17809",3,3,"2009-12-02 14:52:00","Paid"
"489863","15917",1,2,"2009-12-02 14:55:00","Paid"
"489864","14987",2,2,"2009-12-02 14:56:00","Paid"
"489865","14080",3,1,"2009-12-02 15:01:00","Paid"
"489866","16200",1,3,"2009-12-02 15:04:00","Paid"
"489867","Guest",2,5,"2009-12-02 15:08:00","Paid"
"489868","15794",1,2,"2009-12-02 15:10:00","Paid"
"489869","16200",1,1,"2009-12-02 15:15:00","Paid"
"489870","15523",1,3,"2009-12-02 15:16:00","Paid"
"489871","15523",1,3,"2009-12-02 15:17:00","Paid"
"489872","15615",3,3,"2009-12-02 15:28:00","Paid"
"489873","15615",1,5,"2009-12-02 15:29:00","Paid"
"489874","18001",1,1,"2009-12-02 15:38:00","Paid"
"489875","17841",3,4,"2009-12-02 15:41:00","Paid"
"489876","15917",2,4,"2009-12-02 15:44:00","Paid"
"489877","13089",1,1,"2009-12-02 15:44:00","Paid"
"489878","15989",3,2,"2009-12-02 15:51:00","Paid"
"489879","17660",2,4,"2009-12-02 16:02:00","Paid"
"489880","13313",1,2,"2009-12-02 16:18:00","Paid"
"489882","Guest",1,4,"2009-12-02 16:22:00","Paid"
"489883","12437",3,5,"2009-12-02 16:24:00","Paid"
"489884","13313",1,1,"2009-12-02 16:24:00","Paid"
"489888","14841",2,3,"2009-12-02 16:49:00","Paid"
"489889","14646",2,4,"2009-12-02 16:52:00","Paid"
"489890","14646",2,1,"2009-12-02 16:53:00","Paid"
"489891","15482",3,4,"2009-12-02 16:59:00","Paid"
"489892","Guest",3,4,"2009-12-02 17:02:00","Paid"
"489893","16156",1,4,"2009-12-02 17:06:00","Paid"
"489894","17716",3,3,"2009-12-02 17:18:00","Paid"
"489895","12779",1,2,"2009-12-03 07:25:00","Paid"
"489896","13611",3,1,"2009-12-03 07:57:00","Paid"
"489897","15255",2,3,"2009-12-03 09:10:00","Paid"
"489898","Guest",2,2,"2009-12-03 09:40:00","Paid"
"489900","14771",1,5,"2009-12-03 09:44:00","Paid"
"489902","14838",3,3,"2009-12-03 09:52:00","Paid"
"489903","Guest",2,3,"2009-12-03 09:57:00","Paid"
"489904","13979",3,2,"2009-12-03 10:02:00","Paid"
"489905","13800",2,1,"2009-12-03 10:03:00","Paid"
"489906","14483",2,3,"2009-12-03 10:16:00","Paid"
"489907","14915",2,2,"2009-12-03 10:17:00","Paid"
"489908","16301",2,3,"2009-12-03 10:20:00","Paid"
"489909","13753",2,4,"2009-12-03 10:20:00","Paid"
"489910","15482",3,3,"2009-12-03 10:23:00","Paid"
"489912","13931",3,4,"2009-12-03 10:26:00","Paid"
"489913","13931",2,2,"2009-12-03 10:28:00","Paid"
"489914","12921",3,5,"2009-12-03 10:28:00","Paid"
"489915","17035",1,3,"2009-12-03 10:37:00","Paid"
"489916","15194",1,4,"2009-12-03 10:37:00","Paid"
"489932","14347",2,3,"2009-12-03 10:49:00","Paid"
"489935","12934",2,1,"2009-12-03 10:51:00","Paid"
"489994","15291",3,2,"2009-12-03 11:09:00","Paid"
"489996","17209",1,1,"2009-12-03 11:10:00","Paid"
"489998","15658",2,4,"2009-12-03 11:19:00","Paid"
"489999","17314",1,3,"2009-12-03 11:25:00","Paid"
"490000","17155",3,4,"2009-12-03 11:34:00","Paid"
"490001","15965",2,3,"2009-12-03 11:45:00","Paid"
"490002","17322",2,5,"2009-12-03 11:46:00","Paid"
"490003","16159",1,5,"2009-12-03 11:51:00","Paid"
"490004","14051",2,1,"2009-12-03 11:53:00","Paid"
"490005","13993",2,1,"2009-12-03 11:57:00","Paid"
"490006","17411",3,4,"2009-12-03 12:02:00","Paid"
"490008","15768",2,3,"2009-12-03 12:10:00","Paid"
"490009","12835",1,2,"2009-12-03 12:13:00","Paid"
"490010","15061",1,5,"2009-12-03 12:15:00","Paid"
"490011","16918",1,5,"2009-12-03 12:27:00","Paid"
"490012","15179",1,3,"2009-12-03 12:27:00","Paid"
"490013","17069",3,4,"2009-12-03 12:27:00","Paid"
"490014","15466",2,3,"2009-12-03 12:28:00","Paid"
"490015","Guest",2,2,"2009-12-03 12:29:00","Paid"
"490017","14159",3,2,"2009-12-03 12:31:00","Paid"
"490018","17940",3,4,"2009-12-03 12:31:00","Paid"
"490019","17581",2,5,"2009-12-03 12:34:00","Paid"
"490020","17581",3,2,"2009-12-03 12:36:00","Paid"
"490021","17581",2,4,"2009-12-03 12:36:00","Paid"
"490022","17581",3,4,"2009-12-03 12:37:00","Paid"
"490023","16168",2,1,"2009-12-03 12:38:00","Paid"
"490024","14606",2,1,"2009-12-03 12:40:00","Paid"
"490030","Guest",3,5,"2009-12-03 12:44:00","Paid"
"490034","17287",2,4,"2009-12-03 12:45:00","Paid"
"490045","17287",1,3,"2009-12-03 12:50:00","Paid"
"490046","13416",1,5,"2009-12-03 13:02:00","Paid"
"490047","17913",1,5,"2009-12-03 13:02:00","Paid"
"490048","16779",1,5,"2009-12-03 13:03:00","Paid"
"490049","15794",2,5,"2009-12-03 13:04:00","Paid"
"490050","17913",2,2,"2009-12-03 13:05:00","Paid"
"490052","13895",3,3,"2009-12-03 13:09:00","Paid"
"490053","14057",3,4,"2009-12-03 13:17:00","Paid"
"490054","17017",2,4,"2009-12-03 13:22:00","Paid"
"490056","13208",1,2,"2009-12-03 13:25:00","Paid"
"490057","17465",3,3,"2009-12-03 13:25:00","Paid"
"490058","17465",1,5,"2009-12-03 13:26:00","Paid"
"490059","18102",3,3,"2009-12-03 13:30:00","Paid"
"490060","13468",2,1,"2009-12-03 13:32:00","Paid"
"490061","18102",1,5,"2009-12-03 13:42:00","Paid"
"490062","13485",1,2,"2009-12-03 13:46:00","Paid"
"490063","17271",2,1,"2009-12-03 13:49:00","Paid"
"490064","16139",3,2,"2009-12-03 13:51:00","Paid"
"490065","15061",3,3,"2009-12-03 13:58:00","Paid"
"490066","15953",3,3,"2009-12-03 14:00:00","Paid"
"490067","15856",3,3,"2009-12-03 14:02:00","Paid"
"490068","13085",2,2,"2009-12-03 14:06:00","Paid"
"490069","13085",3,1,"2009-12-03 14:07:00","Paid"
"490070","14967",2,3,"2009-12-03 14:07:00","Paid"
"490071","16497",3,4,"2009-12-03 14:11:00","Paid"
"490072","17764",3,1,"2009-12-03 14:28:00","Paid"
"490073","14905",2,2,"2009-12-03 14:36:00","Paid"
"490074","Guest",3,4,"2009-12-03 14:39:00","Paid"
"490075","18229",2,4,"2009-12-03 14:42:00","Paid"
"490077","17293",2,4,"2009-12-03 15:09:00","Paid"
"490078","17853",1,3,"2009-12-03 15:09:00","Paid"
"490079","15550",1,3,"2009-12-03 15:15:00","Paid"
"490080","13531",1,2,"2009-12-03 15:20:00","Paid"
"490081","13786",3,3,"2009-12-03 15:32:00","Paid"
"490082","14952",3,2,"2009-12-03 15:34:00","Paid"
"490083","14031",2,4,"2009-12-03 15:35:00","Paid"
"490085","12937",3,3,"2009-12-03 15:43:00","Paid"
"490086","17949",1,1,"2009-12-03 15:48:00","Paid"
"490087","15601",3,1,"2009-12-03 15:49:00","Paid"
"490088","15581",3,1,"2009-12-03 15:50:00","Paid"
"490089","17949",2,2,"2009-12-03 15:52:00","Paid"
"490090","15581",1,3,"2009-12-03 15:53:00","Paid"
"490091","17949",1,1,"2009-12-03 15:54:00","Paid"
"490092","16612",1,2,"2009-12-03 15:54:00","Paid"
"490093","12949",2,1,"2009-12-03 15:56:00","Paid"
"490094","17949",2,3,"2009-12-03 15:56:00","Paid"
"490095","14958",2,2,"2009-12-03 16:02:00","Paid"
"490097","17329",3,5,"2009-12-03 16:09:00","Paid"
"490099","16736",3,2,"2009-12-03 16:12:00","Paid"
"490100","13001",2,2,"2009-12-03 16:21:00","Paid"
"490101","14644",2,4,"2009-12-03 16:24:00","Paid"
"490106","14898",3,4,"2009-12-03 16:40:00","Paid"
"490107","14662",2,1,"2009-12-03 16:47:00","Paid"
"490108","17414",1,4,"2009-12-03 16:49:00","Paid"
"490109","14755",1,4,"2009-12-03 16:51:00","Paid"
"490110","14755",2,3,"2009-12-03 16:52:00","Paid"
"490111","17576",2,5,"2009-12-03 16:54:00","Paid"
"490112","13037",1,3,"2009-12-03 17:04:00","Paid"
"490113","14710",1,5,"2009-12-03 17:12:00","Paid"
"490114","18168",2,4,"2009-12-03 17:29:00","Paid"
"490115","17679",3,3,"2009-12-03 17:32:00","Paid"
"490116","17679",1,4,"2009-12-03 17:33:00","Paid"
"490118","17851",1,5,"2009-12-03 17:46:00","Paid"
"490119","12931",2,2,"2009-12-03 17:48:00","Paid"
"490121","14750",1,3,"2009-12-03 17:57:00","Paid"
"490123","Guest",2,1,"2009-12-03 18:08:00","Paid"
"490124","16791",1,1,"2009-12-03 18:08:00","Paid"
"490125","16558",2,3,"2009-12-03 18:11:00","Paid"
"490127","14156",1,1,"2009-12-03 18:13:00","Paid"
"490128","15884",3,4,"2009-12-03 18:23:00","Paid"
"490132","17343",3,2,"2009-12-03 18:30:00","Paid"
"490134","17372",1,3,"2009-12-03 18:41:00","Paid"
"490135","16003",1,3,"2009-12-03 18:51:00","Paid"
"490136","17432",3,4,"2009-12-03 19:13:00","Paid"
"490137","14713",1,4,"2009-12-03 19:22:00","Paid"
"490138","16722",3,3,"2009-12-03 19:23:00","Paid"
"490139","12577",2,1,"2009-12-03 19:31:00","Paid"
"490140","12872",1,4,"2009-12-03 20:03:00","Paid"
"490141","15755",2,2,"2009-12-04 08:24:00","Paid"
"490142","14258",3,4,"2009-12-04 08:36:00","Paid"
"490143","14286",1,3,"2009-12-04 08:40:00","Paid"
"490144","13154",2,2,"2009-12-04 08:46:00","Paid"
"490145","14564",3,5,"2009-12-04 09:27:00","Paid"
"490147","13408",3,3,"2009-12-04 09:31:00","Paid"
"490149","Guest",2,1,"2009-12-04 09:43:00","Paid"
"490150","Guest",2,1,"2009-12-04 09:44:00","Paid"
"490151","16645",1,2,"2009-12-04 09:49:00","Paid"
"490152","12714",1,5,"2009-12-04 10:00:00","Paid"
"490154","16335",2,2,"2009-12-04 10:18:00","Paid"
"490156","13093",1,3,"2009-12-04 10:32:00","Paid"
"490157","16736",2,4,"2009-12-04 10:39:00","Paid"
"490158","12759",2,4,"2009-12-04 10:47:00","Paid"
"490159","13666",1,2,"2009-12-04 10:48:00","Paid"
"490160","13777",1,1,"2009-12-04 10:52:00","Paid"
"490161","17160",2,2,"2009-12-04 10:57:00","Paid"
"490162","13946",2,5,"2009-12-04 11:07:00","Paid"
"490163","14723",2,4,"2009-12-04 11:22:00","Paid"
"490164","14961",3,4,"2009-12-04 11:32:00","Paid"
"490166","14735",2,2,"2009-12-04 11:32:00","Paid"
"490167","18061",1,5,"2009-12-04 11:36:00","Paid"
"490171","15581",2,1,"2009-12-04 11:54:00","Paid"
"490177","Guest",1,4,"2009-12-04 11:56:00","Paid"
"490186","Guest",1,2,"2009-12-04 11:59:00","Paid"
"490192","Guest",3,2,"2009-12-04 12:01:00","Paid"
"490202","15078",2,5,"2009-12-04 12:03:00","Paid"
"490209","17389",2,3,"2009-12-04 12:06:00","Paid"
"490212","16883",1,4,"2009-12-04 12:07:00","Paid"
"490214","13175",3,3,"2009-12-04 12:11:00","Paid"
"490218","17076",3,1,"2009-12-04 12:12:00","Paid"
"490219","13948",2,4,"2009-12-04 12:14:00","Paid"
"490229","18223",3,5,"2009-12-04 12:20:00","Paid"
"490247","16192",3,3,"2009-12-04 12:28:00","Paid"
"490258","15999",2,5,"2009-12-04 12:31:00","Paid"
"490266","15109",1,2,"2009-12-04 12:33:00","Paid"
"490272","14680",3,5,"2009-12-04 12:36:00","Paid"
"490277","18092",3,4,"2009-12-04 12:37:00","Paid"
"490279","16891",3,1,"2009-12-04 12:37:00","Paid"
"490281","13481",2,4,"2009-12-04 12:37:00","Paid"
"490282","13807",3,1,"2009-12-04 12:41:00","Paid"
"490284","14979",1,1,"2009-12-04 12:54:00","Paid"
"490285","16656",2,4,"2009-12-04 12:59:00","Paid"
"490286","14527",2,2,"2009-12-04 12:59:00","Paid"
"490287","16746",2,3,"2009-12-04 13:00:00","Paid"
"490288","17157",3,4,"2009-12-04 13:00:00","Paid"
"490289","15309",3,4,"2009-12-04 13:01:00","Paid"
"490290","16325",3,2,"2009-12-04 13:21:00","Paid"
"490291","16541",3,5,"2009-12-04 13:22:00","Paid"
"490292","16723",3,1,"2009-12-04 13:23:00","Paid"
"490293","16699",3,3,"2009-12-04 13:31:00","Paid"
"490294","16710",3,4,"2009-12-04 13:41:00","Paid"
"490295","12510",2,2,"2009-12-04 13:47:00","Paid"
"490297","13162",3,5,"2009-12-04 13:59:00","Paid"
"490298","15382",1,2,"2009-12-04 14:13:00","Paid"
"490299","13680",2,4,"2009-12-04 14:14:00","Paid"
"490300","12970",3,2,"2009-12-04 14:19:00","Paid"
"490301","15311",3,4,"2009-12-04 14:24:00","Paid"
"490302","17841",2,1,"2009-12-04 14:29:00","Paid"
"490303","17935",2,2,"2009-12-04 14:33:00","Paid"
"490304","17593",3,5,"2009-12-04 14:35:00","Paid"
"490305","17243",2,3,"2009-12-04 14:37:00","Paid"
"490308","12835",3,4,"2009-12-04 14:52:00","Paid"
"490310","17151",1,2,"2009-12-04 14:56:00","Paid"
"490311","16451",2,4,"2009-12-04 15:11:00","Paid"
"490312","17961",3,3,"2009-12-04 15:16:00","Paid"
"490313","17127",3,2,"2009-12-04 15:18:00","Paid"
"490320","13694",1,4,"2009-12-04 15:26:00","Paid"
"490323","14087",2,1,"2009-12-04 15:27:00","Paid"
"490324","13694",3,3,"2009-12-04 15:27:00","Paid"
"490326","13733",3,4,"2009-12-04 15:28:00","Paid"
"490327","13694",2,4,"2009-12-04 15:29:00","Paid"
"490331","18181",1,2,"2009-12-04 15:30:00","Paid"
"490340","13174",1,2,"2009-12-04 15:40:00","Paid"
"490341","13329",3,2,"2009-12-04 15:41:00","Paid"
"490342","17421",3,1,"2009-12-04 15:43:00","Paid"
"490344","Guest",3,4,"2009-12-04 15:53:00","Paid"
"490345","Guest",1,4,"2009-12-04 16:11:00","Paid"
"490346","16351",3,4,"2009-12-04 16:12:00","Paid"
"490347","15684",3,4,"2009-12-04 16:13:00","Paid"
"490349","17884",2,1,"2009-12-04 16:23:00","Paid"
"490351","Guest",2,5,"2009-12-04 16:26:00","Paid"
"490352","Guest",2,2,"2009-12-04 16:27:00","Paid"
"490353","15514",3,5,"2009-12-04 16:37:00","Paid"
"490355","13093",2,4,"2009-12-04 16:39:00","Paid"
"490356","17884",3,5,"2009-12-04 16:45:00","Paid"
"490359","18225",1,4,"2009-12-04 16:52:00","Paid"
"490360","13679",2,2,"2009-12-04 16:52:00","Paid"
"490361","Guest",3,2,"2009-12-04 17:18:00","Paid"
"490362","12748",3,2,"2009-12-04 17:31:00","Paid"
"490363","13199",3,5,"2009-12-05 10:11:00","Paid"
"490364","13487",2,1,"2009-12-05 10:25:00","Paid"
"490365","17018",3,3,"2009-12-05 10:27:00","Paid"
"490366","18071",1,3,"2009-12-05 10:31:00","Paid"
"490367","16593",3,3,"2009-12-05 10:44:00","Paid"
"490368","14238",2,5,"2009-12-05 10:58:00","Paid"
"490369","15223",2,5,"2009-12-05 11:19:00","Paid"
